Age,Work class,Education,Level of education,Marital status,Occupation,Relationship,Race,Sex,Capital gain,Capital loss,Work hours per week,Native country,Annual income
23,Private,High school graduation,9,Never-married,Sales,Not-in-family,White,Female,2463,0,40,United-States,<=50K
60,Private,High school graduation,9,Married civilian spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
22,Private,Some-college,10,Never-married,Other-service,Other-relative,Black,Male,0,0,20,United-States,<=50K
61,Private,High school graduation,9,Married civilian spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,High school graduation,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
46,Private,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,35,United-States,>50K
43,Private,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,White,Male,0,1902,40,England,>50K
43,Private,Academic association,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,High school graduation,9,Never-married,Other-service,Own-child,Black,Male,0,1721,30,United-States,<=50K
68,Unincorporated self employment,11th,7,Never-married,Farming-fishing,Unmarried,White,Male,0,0,20,United-States,<=50K
31,Private,High school graduation,9,Divorced,Administrative / clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
17,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
32,Private,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,5178,0,48,United-States,>50K
50,?,Masters,14,Married-spouse-absent,?,Other-relative,White,Male,0,0,40,United-States,<=50K
33,Private,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,White,Male,3103,0,47,United-States,>50K
64,Private,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
20,Private,High school graduation,9,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States,<=50K
30,Private,High school graduation,9,Separated,Other-service,Own-child,White,Female,0,0,36,United-States,<=50K
22,?,Some-college,10,Never-married,?,Own-child,Black,Male,0,0,40,United-States,<=50K
43,Private,Some-college,10,Divorced,Executive / managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
22,Private,Some-college,10,Never-married,Administrative / clerical,Own-child,White,Male,0,0,40,United-States,<=50K
17,Private,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
47,Unincorporated self employment,High school graduation,9,Married civilian spouse,Other-service,Wife,White,Female,0,0,75,Italy,<=50K
41,Private,Vocational association,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K
56,Private,Some-college,10,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
64,Private,High school graduation,9,Married civilian spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
47,Private,High school graduation,9,Married civilian spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
48,Private,Vocational association,11,Never-married,Administrative / clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
31,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,46,United-States,<=50K
29,Private,Vocational association,11,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
30,Private,High school graduation,9,Widowed,Administrative / clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,High school graduation,9,Married civilian spouse,Executive / managerial,Husband,White,Male,0,1672,60,United-States,<=50K
57,Private,High school graduation,9,Widowed,Transport-moving,Unmarried,White,Male,0,653,42,United-States,>50K
62,Private,High school graduation,9,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Private,High school graduation,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,24,United-States,<=50K
43,Private,Some-college,10,Never-married,Administrative / clerical,Not-in-family,White,Male,0,0,25,United-States,<=50K
24,Incorporated self employment,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
42,?,11th,7,Married civilian spouse,?,Husband,White,Male,0,0,15,United-States,<=50K
53,Private,Some-college,10,Married civilian spouse,Administrative / clerical,Wife,White,Female,4386,0,40,United-States,>50K
26,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
73,Unincorporated self employment,High school graduation,9,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,40,United-States,<=50K
72,?,11th,7,Widowed,?,Not-in-family,White,Female,0,0,24,United-States,<=50K
55,Private,High school graduation,9,Married civilian spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,High school graduation,9,Divorced,Administrative / clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
24,Private,Bachelors,13,Never-married,Executive / managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
63,Private,High school graduation,9,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,6,United-States,<=50K
17,Private,11th,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
35,Private,Some-college,10,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
51,Private,Some-college,10,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
62,Local-gov,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States,<=50K
55,Private,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,4386,0,40,United-States,>50K
43,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Local-gov,High school graduation,9,Divorced,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
37,Private,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,45,United-States,>50K
39,Private,Bachelors,13,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,High school graduation,9,Never-married,Craft-repair,Own-child,White,Male,0,0,18,United-States,<=50K
61,Private,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
26,Private,Vocational association,11,Divorced,Administrative / clerical,Not-in-family,White,Female,0,0,55,United-States,<=50K
46,Unincorporated self employment,High school graduation,9,Married civilian spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
48,State-gov,Doctorate,16,Divorced,Prof-specialty,Own-child,White,Male,0,0,50,United-States,>50K
34,Private,High school graduation,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
34,Local-gov,High school graduation,9,Never-married,Administrative / clerical,Own-child,White,Female,0,0,40,United-States,<=50K
59,Private,High school graduation,9,Married civilian spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
34,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
49,Private,Bachelors,13,Never-married,Executive / managerial,Not-in-family,White,Female,0,0,56,United-States,>50K
18,Private,11th,7,Never-married,Administrative / clerical,Own-child,White,Female,0,0,20,United-States,<=50K
43,Private,High school graduation,9,Married civilian spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
48,Private,11th,7,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,50,United-States,<=50K
28,Incorporated self employment,Some-college,10,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,70,United-States,<=50K
33,Private,High school graduation,9,Married civilian spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States,<=50K
21,Private,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
17,Private,11th,7,Never-married,Sales,Own-child,White,Male,0,0,28,United-States,<=50K
39,Private,Some-college,10,Married civilian spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K
29,Unincorporated self employment,Bachelors,13,Separated,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
44,Private,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,40,United-States,>50K
24,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,50,United-States,<=50K
71,Unincorporated self employment,Masters,14,Married civilian spouse,Sales,Husband,White,Male,10605,0,40,United-States,>50K
51,Unincorporated self employment,Bachelors,13,Married civilian spouse,Sales,Husband,Asian-Pac-Islander,Male,0,2415,40,China,>50K
55,Private,5th-6th,3,Divorced,Other-service,Unmarried,Black,Male,0,0,25,United-States,<=50K
41,Private,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,60,United-States,>50K
23,Private,High school graduation,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,7,United-States,<=50K
38,Private,Vocational association,11,Divorced,Administrative / clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
39,Private,High school graduation,9,Married civilian spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
19,Private,High school graduation,9,Never-married,Administrative / clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
49,Private,9th,5,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,Bachelors,13,Married civilian spouse,Administrative / clerical,Other-relative,White,Male,0,0,40,Philippines,>50K
27,Private,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,<=50K
38,Private,Bachelors,13,Married civilian spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
33,Private,Some-college,10,Married civilian spouse,Craft-repair,Wife,White,Female,0,0,60,United-States,<=50K
63,?,Some-college,10,Married civilian spouse,?,Husband,White,Male,0,0,15,United-States,<=50K
23,Private,Bachelors,13,Never-married,Executive / managerial,Own-child,White,Male,0,0,28,United-States,<=50K
33,Incorporated self employment,Some-college,10,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,60,?,<=50K
54,Unincorporated self employment,High school graduation,9,Married civilian spouse,Sales,Husband,Black,Male,0,0,40,United-States,<=50K
29,Private,Vocational association,11,Divorced,Tech-support,Not-in-family,White,Female,2174,0,45,United-States,<=50K
48,?,Some-college,10,Divorced,?,Unmarried,Black,Female,0,0,30,United-States,<=50K
35,Unincorporated self employment,Bachelors,13,Never-married,Executive / managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,Vocational association,11,Married civilian spouse,Administrative / clerical,Wife,Asian-Pac-Islander,Female,0,0,40,India,<=50K
37,Private,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K
42,Unincorporated self employment,Professional school,15,Married civilian spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,>50K
40,Private,Masters,14,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,Some-college,10,Divorced,Sales,Own-child,White,Male,0,0,55,United-States,<=50K
22,Private,Bachelors,13,Never-married,Executive / managerial,Own-child,White,Female,0,0,50,United-States,<=50K
30,Private,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,45,United-States,>50K
28,Private,High school graduation,9,Married civilian spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
63,Local-gov,7th-8th,4,Married civilian spouse,Other-service,Husband,White,Male,0,0,55,United-States,<=50K
51,Unincorporated self employment,9th,5,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
22,Private,High school graduation,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
27,?,Academic association,12,Married civilian spouse,?,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
35,Private,High school graduation,9,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
46,Private,High school graduation,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States,<=50K
37,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,<=50K
24,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male,0,0,15,United-States,<=50K
37,Unincorporated self employment,High school graduation,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,<=50K
53,Private,Some-college,10,Married civilian spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,High school graduation,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
38,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,<=50K
53,Unincorporated self employment,10th,6,Married civilian spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
34,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,High school graduation,9,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,<=50K
39,Private,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,White,Male,15024,0,45,United-States,>50K
43,Private,Masters,14,Married civilian spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,50,South,<=50K
67,Incorporated self employment,High school graduation,9,Married civilian spouse,Executive / managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
81,Unincorporated self employment,High school graduation,9,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,30,United-States,<=50K
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
23,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,<=50K
25,Private,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
42,Private,5th-6th,3,Married civilian spouse,Machine-op-inspct,Wife,White,Female,0,0,38,Mexico,<=50K
38,Private,Some-college,10,Married civilian spouse,Administrative / clerical,Wife,Black,Female,0,0,40,United-States,<=50K
64,?,High school graduation,9,Married civilian spouse,?,Husband,White,Male,0,0,5,United-States,<=50K
32,Private,High school graduation,9,Married civilian spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,High school graduation,9,Married civilian spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,Masters,14,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,60,United-States,>50K
22,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,42,United-States,<=50K
33,Private,1st-4th,2,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,0,0,40,Guatemala,<=50K
42,Private,High school graduation,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,55,United-States,<=50K
19,?,Some-college,10,Never-married,?,Own-child,White,Female,0,0,10,United-States,<=50K
51,Local-gov,Preschool,1,Married civilian spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,High school graduation,9,Married civilian spouse,Administrative / clerical,Wife,White,Female,0,0,40,Mexico,<=50K
37,Private,11th,7,Married civilian spouse,Machine-op-inspct,Husband,White,Male,3103,0,44,United-States,>50K
37,Private,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,99,United-States,>50K
47,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States,<=50K
41,Private,Professional school,15,Married civilian spouse,Prof-specialty,Husband,White,Male,0,2415,40,United-States,>50K
33,Private,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
31,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,>50K
31,Private,Academic association,12,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
35,Private,High school graduation,9,Married civilian spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
38,Incorporated self employment,High school graduation,9,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,40,United-States,>50K
18,Private,High school graduation,9,Never-married,Other-service,Not-in-family,White,Female,0,0,45,United-States,<=50K
20,Private,High school graduation,9,Married civilian spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
54,Local-gov,Some-college,10,Divorced,Executive / managerial,Unmarried,Black,Female,0,0,35,United-States,<=50K
40,Private,Some-college,10,Divorced,Administrative / clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Incorporated self employment,Bachelors,13,Married civilian spouse,Executive / managerial,Wife,White,Female,0,1977,45,United-States,>50K
43,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,35,United-States,<=50K
44,Unincorporated self employment,Some-college,10,Divorced,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,<=50K
44,State-gov,High school graduation,9,Married civilian spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
43,Private,Masters,14,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,43,United-States,>50K
51,Private,7th-8th,4,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
18,Private,High school graduation,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
51,Private,Some-college,10,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,10th,6,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,30,?,<=50K
44,Incorporated self employment,Some-college,10,Married civilian spouse,Sales,Husband,White,Male,0,0,70,United-States,>50K
33,Local-gov,10th,6,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Unincorporated self employment,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,40,United-States,>50K
42,Private,Academic association,12,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,40,United-States,>50K
25,Private,Some-college,10,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
32,Private,High school graduation,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States,<=50K
32,Private,Bachelors,13,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,70,Mexico,<=50K
36,Private,10th,6,Divorced,Executive / managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
28,Private,High school graduation,9,Married civilian spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,High school graduation,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
35,Incorporated self employment,Some-college,10,Married civilian spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
55,Unincorporated self employment,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
48,Private,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K
36,?,Vocational association,11,Widowed,?,Not-in-family,White,Female,0,0,20,United-States,<=50K
34,Private,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,>50K
28,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,35,United-States,<=50K
67,Private,Bachelors,13,Widowed,Executive / managerial,Not-in-family,White,Male,0,2392,40,United-States,>50K
37,Private,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,High school graduation,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,70,United-States,<=50K
25,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,Some-college,10,Never-married,Executive / managerial,Not-in-family,White,Female,4101,0,40,United-States,<=50K
40,State-gov,Masters,14,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
78,Private,High school graduation,9,Widowed,Other-service,Not-in-family,Black,Female,2964,0,40,United-States,<=50K
34,Private,High school graduation,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
49,Private,High school graduation,9,Never-married,Administrative / clerical,Not-in-family,White,Female,0,0,44,United-States,<=50K
22,Private,Academic association,12,Never-married,Administrative / clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,?,High school graduation,9,Never-married,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
60,Unincorporated self employment,High school graduation,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,42,United-States,<=50K
45,Local-gov,High school graduation,9,Widowed,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,>50K
63,Private,Vocational association,11,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
41,Private,High school graduation,9,Never-married,Craft-repair,Own-child,Black,Female,0,0,35,United-States,<=50K
47,Private,High school graduation,9,Divorced,Administrative / clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
44,Private,High school graduation,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
51,Private,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,3325,0,40,United-States,<=50K
46,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1504,40,United-States,<=50K
41,Private,Vocational association,11,Married civilian spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
50,Unincorporated self employment,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
47,Private,High school graduation,9,Married civilian spouse,Administrative / clerical,Husband,White,Male,0,0,50,United-States,>50K
35,Private,High school graduation,9,Never-married,Executive / managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
56,Private,High school graduation,9,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,55,United-States,>50K
45,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
48,Federal-gov,Bachelors,13,Divorced,Executive / managerial,Unmarried,White,Male,0,0,58,United-States,>50K
40,Private,Some-college,10,Married civilian spouse,Machine-op-inspct,Husband,White,Male,2580,0,40,United-States,<=50K
39,Incorporated self employment,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,White,Male,15024,0,50,United-States,>50K
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
50,Private,Doctorate,16,Married civilian spouse,Prof-specialty,Husband,White,Male,0,1902,65,United-States,>50K
38,State-gov,High school graduation,9,Married civilian spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
23,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,60,United-States,<=50K
31,Private,High school graduation,9,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K
58,Private,Bachelors,13,Married civilian spouse,Administrative / clerical,Husband,White,Male,0,0,40,United-States,<=50K
66,Private,High school graduation,9,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
39,Incorporated self employment,High school graduation,9,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,40,United-States,>50K
54,Unincorporated self employment,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,15024,0,52,United-States,>50K
26,Private,Some-college,10,Married civilian spouse,Sales,Husband,White,Male,0,0,50,Germany,<=50K
51,Private,High school graduation,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,Vocational association,11,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
50,Private,High school graduation,9,Married civilian spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,United-States,>50K
42,Private,Some-college,10,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,>50K
38,Private,Masters,14,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,<=50K
48,Private,7th-8th,4,Married civilian spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,Vocational association,11,Married civilian spouse,Tech-support,Wife,White,Female,0,0,40,United-States,>50K
51,Private,High school graduation,9,Widowed,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K
22,Private,High school graduation,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,?,High school graduation,9,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K
41,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,Japan,<=50K
48,Local-gov,Masters,14,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
42,Private,High school graduation,9,Separated,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
34,Private,Some-college,10,Married civilian spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,High school graduation,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
56,Private,High school graduation,9,Married civilian spouse,Other-service,Husband,White,Male,0,0,50,Yugoslavia,<=50K
30,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,45,?,<=50K
45,Private,High school graduation,9,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,55,United-States,>50K
48,Private,10th,6,Married civilian spouse,Administrative / clerical,Wife,White,Female,0,0,40,United-States,<=50K
48,Incorporated self employment,Masters,14,Married-spouse-absent,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,50,India,<=50K
31,Private,Vocational association,11,Never-married,Administrative / clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,State-gov,Academic association,12,Never-married,Other-service,Own-child,White,Male,0,1719,20,United-States,<=50K
27,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,High school graduation,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
76,?,7th-8th,4,Widowed,?,Not-in-family,White,Male,0,0,2,United-States,<=50K
19,?,High school graduation,9,Never-married,?,Unmarried,White,Male,0,2001,40,United-States,<=50K
66,Incorporated self employment,9th,5,Married civilian spouse,Executive / managerial,Husband,White,Male,1409,0,1,?,<=50K
37,Private,High school graduation,9,Never-married,Other-service,Not-in-family,White,Male,0,0,75,United-States,<=50K
34,Private,High school graduation,9,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,30,United-States,<=50K
34,?,11th,7,Married civilian spouse,?,Wife,White,Female,0,0,8,United-States,<=50K
90,Private,High school graduation,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K
43,Private,Some-college,10,Divorced,Administrative / clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Private,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,White,Male,7688,0,60,United-States,>50K
24,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,37,United-States,<=50K
28,Private,Professional school,15,Divorced,Prof-specialty,Unmarried,White,Male,0,0,55,United-States,<=50K
64,?,Academic association,12,Never-married,?,Not-in-family,White,Female,0,0,20,United-States,<=50K
23,Private,Some-college,10,Married civilian spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
36,Private,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K
61,Private,High school graduation,9,Married civilian spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
53,Unincorporated self employment,Bachelors,13,Married civilian spouse,Sales,Husband,White,Male,0,0,40,Canada,>50K
30,Private,Bachelors,13,Married civilian spouse,Administrative / clerical,Husband,White,Male,7298,0,40,United-States,>50K
52,Unincorporated self employment,Some-college,10,Married civilian spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
38,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Iran,<=50K
32,Private,Bachelors,13,Married civilian spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
30,Unincorporated self employment,12th,8,Married civilian spouse,Transport-moving,Husband,White,Male,0,0,75,United-States,<=50K
